"","RESPONDENT_YRSED","PARTNER_YRSED","PPINCIMP","PPWORK","QFLAG","PAPGLB_STATUS","PPMARIT","PPGENDER","Q4","Q5","Q23","PPETHM","Q6B","RESPONDENT_RACE","PARTNER_RACE","RELATIONSHIP_QUALITY","diff_in_education","diff_in_race","diff_in_income"
"3919",16,16,"(10) $35,000 to $39,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(1) male","(2) female",NA,NA,"(5) 2+ races, non-hispanic","(2) black or african american","(2) NH black","(2) NH black",NA,0,0,NA
"3920",12,17,"(16) $100,000 to $124,999","(2) working - self-employed","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",-5,0,1
"3921",17,17,"(14) $75,000 to $84,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3922",20,16,"(17) $125,000 to $149,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",4,0,1
"3923",16,16,"(01) less than $5,000","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(2) female","(1) male",NA,"(1) i earned more","(5) 2+ races, non-hispanic","(1) white","(3) NH Amer Indian","(1) NH white","(5) excellent",0,1,1
"3924",16,17,"(13) $60,000 to $74,999","(1) working - as a paid employee","(1) partnered","(2) no","(3) divorced","(1) male","(2) female",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-1,0,0
"3926",16,13,"(08) $25,000 to $29,999","(2) working - self-employed","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",3,0,0
"3927",12,13,"(09) $30,000 to $34,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-1,0,1
"3928",20,13,"(08) $25,000 to $29,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",7,0,1
"3930",13,13,"(09) $30,000 to $34,999","(4) not working - looking for work","(1) partnered","(2) no","(5) never married","(1) male","(2) female",NA,"(3) partner earned more","(4) hispanic","(1) white","(6) Hispanic","(1) NH white","(4) good",0,1,1
"3931",13,12,"(16) $100,000 to $124,999","(2) working - self-employed","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(4) hispanic","(1) white","(6) Hispanic","(1) NH white","(5) excellent",1,1,1
"3932",13,17,"(19) $175,000 or more","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-4,0,1
"3933",16,16,"(19) $175,000 or more","(2) working - self-employed","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(4) good",0,0,1
"3934",13,12,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(2) poor",1,0,1
"3935",12,16,"(07) $20,000 to $24,999","(1) working - as a paid employee","(1) partnered","(2) no","(6) living with partner","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",-4,0,1
"3936",17,16,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",1,0,1
"3937",13,12,"(09) $30,000 to $34,999","(6) not working - disabled","(1) partnered","(1) yes","(6) living with partner","(2) female","(2) female","(1) yes, we are a same-sex couple","(1) i earned more","(4) hispanic","(1) white","(6) Hispanic","(1) NH white","(3) fair",1,1,1
"3938",12,13,"(08) $25,000 to $29,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(2) we earned about the same amount","(4) hispanic","(1) white","(6) Hispanic","(1) NH white","(5) excellent",-1,1,0
"3939",16,17,"(18) $150,000 to $174,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-1,0,1
"3940",17,13,"(18) $150,000 to $174,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",4,0,1
"3941",16,16,"(12) $50,000 to $59,999","(7) not working - other","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(4) good",0,0,1
"3943",16,12,"(12) $50,000 to $59,999","(1) working - as a paid employee","(1) partnered","(2) no","(3) divorced","(2) female","(1) male",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",4,0,1
"3944",14,14,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(1) yes","(5) never married","(2) female","(2) female","(1) yes, we are a same-sex couple","(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3945",16,10,"(08) $25,000 to $29,999","(3) not working - on temporary layoff from a job","(1) partnered","(2) no","(3) divorced","(2) female","(1) male",NA,"(3) partner earned more","(4) hispanic","(1) white","(6) Hispanic","(6) Hispanic","(5) excellent",6,0,1
"3946",13,13,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(5) 2+ races, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,1
"3947",12,12,"(09) $30,000 to $34,999","(2) working - self-employed","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(3) partner earned more","(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(4) good",0,0,1
"3948",12,13,"(14) $75,000 to $84,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(2) female","(1) male",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-1,0,0
"3949",13,14,"(13) $60,000 to $74,999","(4) not working - looking for work","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(3) partner earned more","(4) hispanic","(1) white","(6) Hispanic","(1) NH white","(5) excellent",-1,1,1
"3950",13,11,"(11) $40,000 to $49,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",2,0,1
"3951",16,16,"(18) $150,000 to $174,999","(7) not working - other","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,1
"3952",12,13,"(13) $60,000 to $74,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",-1,0,1
"3953",11,20,"(05) $12,500 to $14,999","(6) not working - disabled","(1) partnered","(2) no","(3) divorced","(1) male","(2) female",NA,"(2) we earned about the same amount","(5) 2+ races, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",-9,0,0
"3955",9,5.5,"(01) less than $5,000","(4) not working - looking for work","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(1) i earned more","(4) hispanic","(5) other (please specify)","(6) Hispanic","(6) Hispanic","(5) excellent",3.5,0,1
"3956",17,12,"(11) $40,000 to $49,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(2) female","(1) male",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",5,0,1
"3957",16,14,"(15) $85,000 to $99,999","(2) working - self-employed","(1) partnered","(2) no","(6) living with partner","(1) male","(2) female",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",2,0,0
"3958",16,16,"(16) $100,000 to $124,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,0
"3959",12,14,"(14) $75,000 to $84,999","(2) working - self-employed","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-2,0,1
"3960",17,16,"(17) $125,000 to $149,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",1,0,1
"3963",13,16,"(16) $100,000 to $124,999","(1) working - as a paid employee","(1) partnered","(2) no","(6) living with partner","(2) female","(1) male",NA,"(1) i earned more","(4) hispanic","(1) white","(6) Hispanic","(1) NH white","(4) good",-3,1,1
"3964",17,13,"(14) $75,000 to $84,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",4,0,1
"3965",13,12,"(11) $40,000 to $49,999","(1) working - as a paid employee","(1) partnered","(2) no","(2) widowed","(2) female","(1) male",NA,"(3) partner earned more","(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(5) excellent",1,0,1
"3966",12,13,"(07) $20,000 to $24,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-1,0,1
"3968",16,16,"(13) $60,000 to $74,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3969",12,12,"(10) $35,000 to $39,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,1
"3970",13,12,"(11) $40,000 to $49,999","(6) not working - disabled","(1) partnered","(2) no","(6) living with partner","(2) female","(1) male",NA,"(2) we earned about the same amount","(3) other, non-hispanic","(1) white","(3) NH Amer Indian","(1) NH white","(4) good",1,1,0
"3971",16,16,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3972",13,13,"(16) $100,000 to $124,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3974",12,13,"(07) $20,000 to $24,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(5) excellent",-1,0,1
"3975",20,17,"(08) $25,000 to $29,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",3,0,1
"3976",16,20,"(07) $20,000 to $24,999","(6) not working - disabled","(1) partnered","(2) no","(5) never married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",-4,0,1
"3977",12,13,"(07) $20,000 to $24,999","(6) not working - disabled","(1) partnered","(1) yes","(6) living with partner","(2) female","(1) male","(2) no, we are an opposite-sex couple","(1) i earned more","(5) 2+ races, non-hispanic","(1) white","(3) NH Amer Indian","(1) NH white","(4) good",-1,1,1
"3979",12,10,"(11) $40,000 to $49,999","(2) working - self-employed","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(4) hispanic","(1) white","(6) Hispanic","(1) NH white","(5) excellent",2,1,1
"3980",12,11,"(16) $100,000 to $124,999","(2) working - self-employed","(1) partnered","(2) no","(4) separated","(1) male","(2) female",NA,"(3) partner earned more","(5) 2+ races, non-hispanic","(2) black or african american","(1) NH white","(2) NH black","(1) very poor",1,1,1
"3981",12,12,"(11) $40,000 to $49,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3982",14,17,"(19) $175,000 or more","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(4) hispanic","(1) white","(6) Hispanic","(1) NH white","(4) good",-3,1,1
"3983",13,13,"(03) $7,500 to $9,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(2) female","(1) male",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3984",12,20,"(09) $30,000 to $34,999","(1) working - as a paid employee","(1) partnered","(2) no","(3) divorced","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-8,0,1
"3985",16,16,"(19) $175,000 or more","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,1
"3986",16,14,"(11) $40,000 to $49,999","(2) working - self-employed","(1) partnered","(2) no","(5) never married","(1) male","(2) female",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",2,0,0
"3987",16,17,"(16) $100,000 to $124,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(3) other, non-hispanic","(4) asian or pacific islander","(4) NH Asian Pac Islander","(4) NH Asian Pac Islander","(5) excellent",-1,0,1
